azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_236,"† Poco empero aprouecha a muchos se ñores dezir muchas vezes, q̃ que restituyrā restituyran los tales da ños, y nũca nunca los restituyẽ restituyen, y los vassallos temi ẽdo temiendo el disfauor dellos, y de sus officiales, y de sus amenazas, y porq̃ porque muchas vezes los hā han menester, no osan pedirlos, como hariā hraian a otros, si fuessen sus yguales e Margar. con fessorum.. La. v. q̃ que por razō razon de tal ca ça, no ma ten, ni cortẽ corten miẽbro miembro al q̃ que ay ca çare (alomenos por la primera vez) aunq̃ aunque aya ordenā ça ordenança dello: porq̃ porque no se ha de guardar tal rigor, sino cōtra contra los q̃ que tienẽ tienen costũbre costumbre de ca çar en los tales vedados. Y la costũ bre costumbre de castigar ansi (aun por la primera vez) seria injusta y quiẽ quien la guardasse, pecaria. M f Sylu. verb. Restitu. 3. q. 2. §. 4. &amp; ver."
azp1556_ch17_237,Ve natio. sub. fin. .
azp1556_ch17_238,"¶ Si † fue guarda de ca ças, o pescas vedadas como de cieruos, conejos, aues, o de mōtes montes de le ña, o pastos de ga nados, puesto por los que justamẽte justamente vedā vedan, y posseen: y juro, o pro metio, q̃ que fielmente guardaria y detendria a los que viniessen a ca çar, pescar, cortar, o apacentar sus ganados en los dichos lugares, o q̃ que denũciaria denunciaria dellos, y no lo hizo fielmẽte fielmente. M g Arg. c. 1. &amp; ca. Qualiter. de pact. &amp;. c. Si ve ro. de iureiurā iureiuran.. si no sabia, que los q̃ que hallo en los tales lugares, lo hizierō hizieron por tal necessidad, q̃ que los escu saua de pecado, y no los dexo tomar mas de lo q̃ que la tal necessidad requeria. Diximos (sabia) porque si la guarda dubdaua, pecaria, si no denũciasse denunciasse, por razō razon del juramento."
azp1556_ch17_239,"† Escusalo tābien tambien el saber, q̃ que los que halla en los dichos lugares son parientes, o tan amigos del se ñor, que verisimilmente presume, que el tẽdra tendra por bien que cacen, o cortẽ corten en sus vedados. No basta empero ser los tomados ta les, que si pidiessen licẽcia licencia al proprio se ñor, la alcançari ā alcançarian, pero no la quierẽ quieren pedir. Desto se sigue, que pecā pecan ( cō con obligaciō obligacion de restituyr el da ño) las guardas, q̃ que dissimulan con algunos, haziendo q̃ que no los veen, porque corten, cacen, o pesquen en los lugares sobredichos, por darles algo por ello, o ser sus amigos, o parientes. Porque son obligados a escusar el da ño del se ñor, por razon del juramẽto juramento que hizierō hizieron, y de la fidelidad, que prometieron a Medina. C. de resti. de rebꝰ rebus resti. q. 12. col. secunda.: aunque por lo suso dicho b Supra eod. c. nu. 33. &amp; seq., no sean obligados a restituyr lo que por ello tomaron."
azp1556_ch17_240,"¶ Si † (siendo guarda) se escondio para que no lo viessen los q̃ que que rian entrar en los tales vedados, y despues de entrados los prẽdies se prendiesse, o hiziesse castigar. M. segun algunos: cuya opinion nos parece dura: alomenos quando los dexa entrar, para que tomados enton ces, se guarden de entrar otra vez, y no les dexan hazer mal nota ble en los tales vedados, por lo que en otra parte diximos c In cap. Inter verba. 11. q. 3. nu. 629.: y porq̃ porque lo contrario hazen quasi todas las guardas. Diximos arriba (delas guardas, que ponen los que justamente vedan, y posseen) porque las que son puestas por los que injusta, y tiranicamente los vedan, a ninguna cosa son obligados: puesto que ayan jurado de prẽder prender, o denunciar de los que hallaren d Ar. c. In ma lis promissis re scinde fidem. 22. q. 4. &amp;. cap. Non est obliga gatorium. de re gu. iur. in. 6.. Es empero de notar, que justa mente se veda la ca ça de ciertos animales en algunos tiẽpos tiempos. s. quā do quando paren, o ponen hueuos, o crian, o en tiempo de nieue: o q̃ que no ca cen con tales, y tales instrumentos, o no vsen de tales modos de ca çar. Porq̃ Porque el tal vedamiento redũda redunda en prouecho del pueblo. Pero los q̃ que ca çan durante la tal prohibiciō prohibicion, no son obligados a restituyr lo que ca çaron, sino despues de cōdenados condenados por sentencia de juez e Medina. vbi supra.."
azp1556_ch17_241,"¶ Si † vedo a sus subditos, que no echassen fuera, o no matassen los animales syluestres, quando los hallan haziendo da ño en sus pos sessiones, con intenciō intencion de no restituyr el da ño enteramẽte enteramente, o si des pues no lo restituyo, siendo notable. M f Gabriel. 4. di. 15. q. 5. art. 2. conclu. 5. co lum. 2.."
azp1556_ch17_242,"¶ Si quando fue a ca ça, sus perros hizierō hizieron da ño en las aues domesticas, como son gallinas, anades, patos: y sus caualgaduras y gentes en las heredades por do passauan, y no lo quiso restituyr. M g Host. in sum ma.. saluo si el da ño es tan poco, q̃ que su se ñor lo reputa por nada."
azp1556_ch17_243,"¶ Si † tiene palomar, como no deue, cō con perjuyzio notable de otros. M h Argu. ca. Si bos. de iniur. &amp; l. 1. ff. si quadr. pauper fec. di.. Y aq̃l aquel lo tiene como no deue, q̃ que no les da de comer en sus tiẽpos tiempos conueniẽtes conuenientes, ni tiene al derredor del cāpos campos sembrados, en q̃ que sufficiẽtem ẽte sufficientemente se puedā puedan mantener por la mayor parte: ni esta aparejado, para restituyr qualquier da ño no table, q̃ que ellas hizierẽ hizieren, quando le cōstare constare: ni vn da ño se puede cōpen sar compensar con otro, por no tener sus vezinos a quien sus palomas puedẽ pueden prejudicar otras tātas tantas. Ca ocurriendo algo desto, bien se puedẽ pueden suf frir, segũ segun Paludano i In 4. di. 15. qu æst. 2.. y S. Antonino k S. Anton. 2. part. tit. 2. c. 1., y la Comũ Comun."
azp1556_ch17_244,"† Aunq̃ Aunque no, quan do nace dello perjuyzio notable ageno: como nace de los de algu nos poderosos, q̃ que ni siẽbran siembran tierras, ni cauā cauan vi ñas, y tienen paloma res muy llenos de palomas, que se mantienen en las sementeras de sus subditos, o vezinos, que no osan contradezir por temor de ma yor da ño, segun los Parisienses a Maior. in 4. di. 15. q. 29.: aunque (a nuestro parecer) comũ mente comunmente no pecan los, que tienen palomares, donde no ay ley que los veda. y si, costumbre que los fauorece: y no ay quexas del pue blo, ni se vee da ño notable: atento, que son prouision de la republi ca, y que mas tiempo estiercolan que pascen, y que su estiercol es muy prouechoso, y que los reyes las suffren, y que si no ouiesse pa lomas domesticas auria siluestres, como ay grajas, y otras aues, co mo lo apunto Syluestro b Verb."
azp1556_ch17_245,"Resti tutio. 2. q. 4. ,"
azp1556_ch17_246,"¶ Si † en su palomar echo ciertas simien tes, o vso de alguna arte para atraer a el las palomas de los otros palomares. M. con obligacion de restituyr, si la poquedad no lo es cusa c Medina. C. de rest. de reb. resti. col. 12.."
azp1556_ch17_247,"¶ Si tomo, o encerro animales agenos mansos, aunque los hallasse huydos, y apartados de su se ñor, para si, o para se aproue char de la lana, plumas, o hueuos dellos. M. d Maior. ĩ in 4. dist. 15. q. 5. Porq̃ Porque por huyr no de xan de ser cuyos eran. Lo mesmo es del que tomo, o mato anima les acostumbrados a tornar a casa: como son auejas, pauones, palo mas cieruos, que salen, y tornan, y los tomo, o mato primero, que perdiessen aquella costumbre, y animo de tornar e §. Pauonũ Pauonum. &amp;. §. Apium. In sti. de rerum di uis. l. Naturalẽ Naturalem. §. 1. &amp;. 2. ff. de acquiren. rer. domi.. El qual son vi stos perder, dexādo dexando de tornar por dos vezes a las horas, o alos dias, que solian despues de lo qual se pueden tomar, y son del que los o cupa, segun la glosa f In l. De qui bus. ff. de legi.."
azp1556_ch17_248,"† Las auejas empero, o enxambres, antes que se pongan en las colmenas y otras aues, que alguno toma en arbo les agenos: son de aquel que las toma. Y no comete hurto aunque las tome en lo ageno, antes que el due ño le vede la entrada en su heredad, o que suba en su arbol, ni aunque las tome despues. Pue sto que eneste caso le queda obligado g l. Naturalẽ Naturalem. §. Pauonum. &amp; §. Ceruos. ff. de acquirẽ acquiren. rerum domi. por la injuria."
azp1556_ch17_249,"¶ Delos participantes. SVMARIO. Participantes como pecan contra el. 7. Mandamiento, y han de restituyr, desdel. nu. 129. hasta. 140. Da ño que hazen muchos con vn caboral, o a solas. n. 130. o mu chos sin caboral. nu. 131. Restitucion quien impide con fauor. nu. 131. Aconseja quien mal, quando es obligado a restituyr. nu. 132. Ratifica quien, lo mal hecho. numero. 133. Testigo quando calla bien, lo mal hecho. n. 133. Descomulgado quando, quien no descubre. n. 134. &amp; seq. Guarda, qual no guarda bien. num. 136. Impedir el hurto, quien y como obligado. num. 136. Tutor, procurador. &amp;c. que da ña por prouecho de sus menores. &amp;c. numero. 137. Furta quien del que se lo diera (pidiendoselo) como peca, y quien hurta muchos pocos. num. 140."
azp1556_ch17_250,"SI puesto q̃ que no hizo, ni quiso hazer algo delo susodicho, pero cō sintio consintio enello, en algũa alguna delas nueue maneras arriba a c. 11. n. 12. &amp; in. c. Pr æce denti. n. 42. declaradas. s. mandādo mandando, acōsejando aconsejando, dando cōsentimiento consentimiento, alabādo alabando, recogiẽdo recogiendo al hazedor, ayudandole, participādo participando, callando, o no impediendo por palabras, obras, o auiso, podiẽdo podiendo, y deuiẽdolo deuiendolo hazer, o no ma nifestando, como ay se dixo."
azp1556_ch17_251,"¶ Para † la declaraciō declaracion delo qual, de zimos lo primero, que quien con muchos aunados, con vn cabo ral fue a robar, o a da ñar, peco. M. con obligaciō obligacion de restituir todo, aun que los otros no restituyā restituyan sus partes b l. 1. ff. si fa mil. fur. fecis. l. ita vulneratus ff. ad. l. Aquil.: y aun sino fueron ansi aunados, pero fue causa del da ño q̃ que los otros hizieron, por alguna delas maneras sobredichas c in. c. 11. nu. 12. &amp; supra ꝓ ximo proximo. §., es obligado a todo, lo que fue causa, no lo restituyẽdo restituyendo el principal. Mas sino fue causa de lo q̃ que los otros tomaron, o da ñaron, no es obligado a restituyr, sino la parte q̃ que to mo, o da ño, segũ segun Inno. 4. d in. c. Sicut dignum. de ho micid. comũmente comunmente recebido."
azp1556_ch17_252,"¶ Lo. ij. q̃ que si mu chos entrā entran en vna vi ña, sin saber el vno del otro, y cada vno toma su razimo, hasta, q̃ que ningunos queden enella: ninguno dellos peca mortalmẽte mortalmente, ni es obligado a restituyr, y muy menos toda la multi tud: porq̃ porque ninguno dellos hizo da ño notable, ni fue causa q̃ que se hi ziesse, ni consintio en ello, ni lo vio hazer."
azp1556_ch17_253,"¶ Lo. iij. † que si vnos a otros se induzen a que tomẽ tomen todos los razimos, o sendos de aq̃lla aquella vi ña, de manera, q̃ que hagā hagan da ño notable en ellos, cada vno peca. M. puesto que no tome mas de vno solo, porque cada vno tuuo pro posito actual, o virtual de dar da ño notable. Y assi, cada vno es o bligado a restituyr lo que lleuo, y todo el da ño, a que dio causa, si los otros no restituyen. Lo. iiij. que si todos entraron juntos, sin ser el vno causa de la entrada đl del otro, cada vno dellos, peca. M. por consentir enel da ño notable, que veya, que se hazia: aun q̃ que no sera obligado a restituyr, sino lo que tomo."
azp1556_ch17_254,"¶ Lo. v. que quien procura, que el rey, se ñor, o juez fauorezca a alguno, para que no restituya lo ageno, o lo que deue: o para que no lo cōpelan compelan a ello, como mu chos se ñores, y priuados delos reyes, y abogados, y procuradores hazen, peca. M. Lo. vj."
azp1556_ch17_255,"† que el q̃ que aconseja mal, no solamente peca y es obligado a restituyr, quādo quando a sabiendas por enga ño ansi acon seja, pero aun quando lo haze a buena fe, y yerra, por no poner el estudio, diligencia, y cuydado, que deuia, para alcan çar la verdad. Porende el que ha de acōsejar aconsejar, no cōfie confie sobrado en su prudencia, ni promptitud, y vea primero lo que en aquel caso se deue, para no errar ni ser causa dello, ni quedar obligado a restituyr los da ños, q̃ que dello se siguieren, segun todos, que sigue Gabriel a in. 4. d. 15. q. 17. ar. 3. dub. 2. Lo. vij. que quiẽ quien loa a otro de sotil, o esfor çado, o lo vitupera de couarde, y para po co, con q̃ que lo mueue a da ñificar al proximo peca. M. y es obligado a restituyr todo el da ño."
azp1556_ch17_256,"¶ Lo. viij. † que lo mesmo se ha de dezir del que oyendo, q̃ que alguno auia da ñado a otro en su nōbre nombre, lo rati fico, y ouo por bien."
azp1556_ch17_257,"* Lo qual solamente procede ( segũ segun Angelo b Verbo fur tum. §. 20. ) quando quien da ño, no da ñara, sino pensara, que aquel (en cuyo nombre da ño) lo ratificara: pero pocas vezes aura lugar esta limi tacion, a nuestro parecer: porque pocas vezes, o nunca acontecera, que vno da ñe en nombre de otro, sino pensando, q̃ que el lo tẽdra tendra por bueno"
azp1556_ch17_258,"*. Aun que sino se hizo en su nombre, o no lo ouo por biẽ bien, en quanto se hizo enel, puesto que la obra en si le pluguiesse, no es obligado a restituyr nada, aun que peca c Per notata. in. c. Cum quis. de sent. excōm excomm. lib. 6. &amp;. c. Ra tihabitionem. c. Ratũ Ratum. de reg. iur. lib. 6.."
azp1556_ch17_259,"¶ Lo. ix. que el testigo, que preguntado legitimamente por el juez, si sabe de tal hurto, sa biendo calla, y por ello dexo el da ñificado de cobrar lo suyo, peca M. y es obligado a restituyr d c. 1. de crim. fals., sino lo dexo de dezir, por temor de algun peligro de su estado, o persona, o de sus bienes, segun. S. Anto. e 2. part. tit. 1 c. 19. §. 7. &amp; ar gu. c. Quisquis 11. q. 3. &amp; Scot. in. 4. d. 15. q. 2. Sylue. Restitu tio. 2. q. 6."
azp1556_ch17_260,"Es † de notar empero, que si el obispo publico descomu nion, contra los que no le descubrieren quien hizo tal hurto: el q̃ que sabe, no lo ha de descubrir, hasta lo amonestar, segun la orden dela correcion euangelica, y induzirlo, a que satisfaga alo que manda el obispo: y si el ladron satisfiziere, no lo ha de descubrir, ni aun si no satisfiziere, si no lo puede prouar. Porque quando se manda que quiẽ quien sabe tal cosa, q̃ que lo diga por via de denunciacion, entiẽdese entiendese delo que sabe, y lo puede prouar, como lo diximos mas largo que otros, en otra parte f In rep. c. In ter verba. 11. q. 3. pa. 225. &amp; seq. &amp;. n. 778., sino quando el prelado es tal, q̃ que no ha de da ñar en nada, y se espera que aprouechara como padre g c. Hoc vide tur. 22. q. 5. ."
azp1556_ch17_261,"Mas † sino quisiere satisfazer el amonestado, y puede prouar el amonestador, ha lo de descubrir. Ca otramente incurriria en descomuniō descomunion, y seria obligado a restituyr al da ñificado lo q̃ que por su callar dexo de auer de lo suyo a Io. de Anna. in c. Qui cum fure. de furt., sino lo calla por justo temor, como se ha dicho en el paragrapho precedente. No diximos sin causa (por via de denun ciacion) porque si ante el juez esta medio prouado por vn testigo entero: o esta enteramente prouada la fama, de que alguno lo ha hecho, y para cumplimiento de la prueua manda, que quien lo sa be venga a testificar b Iuxta. c. fin. de iure iurā iuran. &amp; c. Ad nostram. eod. tit., deue yr a deponer el que lo sabe, puesto que no aya precedido amonestacion Euangelica, ni se lo pueda pro uar. Porque no se le manda, que denuncie, sino que testifique c Ange. verb. Denunciatio. §. 3.: sal uo si son personas, cuyo testimonio entrellos por parẽtesco parentesco, o por otra razon, no se admite, de lo qual se dira adelante d In c. 25. nu. 48. &amp; seq.. Lo. x."
azp1556_ch17_262,"† que el que siendo puesto por guarda de la ciudad, o del campo, no resi stio al da ño notable que vee hazer, alomenos bozeando, peca. M. con obligacion de restituyr insolidum. Lo. xj. que quien sabe, que alguno quiere hurtar cosa notable, y no es obligado por su officio a lo impedir peca. M. si maliciosamente lo calla, mas no es obliga do a restituyr: y si lo dexa de hazer sin malicia, por negligencia, o por no se entremeter en negocios agenos, no peca, alomenos mor talmente. Pero si por razon de su officio, o dignidad, es obligado a tener y hazer justicia, por ser principe, o juez, peca, y es obligado a restituyr, segun la mente de S. Thomas e 2. Se. q. 62. arti. 7., ay untando a ella lo que S. Antonino, y Angelo dizen, y lo que los nuestros escriuen f In c. Quan to. de sentẽ senten. ex com., y lo que nos alibi g In ca. inter verba. 11. q. 3. pagi. 208. nu. 714. diximos. Lo. xij. que el juez, que no hizo restituyr el da ño a la parte podiendolo, hora sea de republica, hora de per sona particular, peca. M. con obligacion de restituyr, segun Scoto comunmente recebido h In 4. di. 15. qu æst. 2.. Lo. xiij."
azp1556_ch17_263,"† que el tutor, y curador, el pro curador, y hazedor de negocios agenos, el fator de la haziẽda hazienda age na, y el hijo, que trata las cosas de su padre, que en nombre de sus principales, y para su prouecho, hazen da ño notable a alguno, pe can. M. y son obligados a restituyr todo, si los principales no lo re stituyen. Mas pueden restituyr de lo dellos, si aun tienen cargo de su hazienda: y seran cuerdos (si restituyeren) de manera, que no les pueda ser demandado despues por los proprios se ñores."
azp1556_ch17_264,"Y † si ya no tienen el dicho cargo, ni administracion, y son tan pobres que no pueden satisfazer, deuen dezir alos principales (si no lo saben) para que satisfagan. Y si ellos no quieren satisfazer, cumplen con tener proposito de hazello, quando pudieren, y no son obligados a los tomar ocultamente, para satisfazer. Mas si pueden satisfazer obligados son a restituyr hasta la postrera blanca. Y despues que restituyeren de lo suyo, pueden ocultamente tomar de los bienes de aquellos para quien ganaron, otro tanto, quanto por ellos pa garon, guardando las cōdiciones condiciones necessarias puestas atras a Supra eo. c. nu. 113. delos que secretamente se entregan de lo que les es deuido. Y aun antes que paguẽ paguen delo suyo, pueden tomar delo dellos ( aunq̃ aunque no son obli gados a ello) lo, que cumple para su descargo."
azp1556_ch17_265,"¶ Lo. xiiij. † que quien toma algo de alguno, a quiẽ quien no pesara que el lo tomasse, y tuuiesse, o gastasse o diesse: mas si, que lo tomasse assi escondidamente, peco, mas no mortalmente: Porque su tomar o tener, no es contra la voluntad del Se ñor, sino solamente el mo do de tomar, que no basta para pecar mortalmente, como lo deter minaron bien Adriano b in. 4. de rest., y Caiet. c In summa. verb. Furtum. pagi. 2. Lo qual muchas vezes los hijos hazen, por verguen ça de sus padres, o por otros respectos, y los es clauos, y criados en tomar a sus se ñores pan, y fruta para comer: creyendo q̃ que su se ñor, o amo lo daria, si se lo pidiessen, o si se hallas se alli, aunque no querria q̃ que se lo tomassen, sin su sabiduria."
azp1556_ch17_266,"† Mas quando lo toman para dar a otro, o dar fuera de casa, o para ven der: como pan cozido, o trigo, o otras cosas semejantes, pecan mor talmente: porque no solamente el modo, pero aun el hecho es cō tra contra la voluntad del se ñor: aunque tomen oy vn poco, otro dia otro poco, oy vn marauedi, otro dia otro: con tanto, que el hurto crezca hasta notable quantidad, y dende el comien ço tengan intencion de hurtar notable quantidad, aunque poco a poco. No pecarian empero mas de venialmente, si siẽpre siempre tuuiessen voluntad de tomar poco, y nũca nunca mucho. Pero enel vn caso, y en el otro, son obligados a restituyr el dañor daño, si se hizo notable. De donde parece, que pue de auer hurto, q̃ que no sea mas de pecado venial, y obligue a restituyr, so pena de mortal."
azp1556_ch17_267,"* Aunque otros tienen, que el hurto con que se llega a notable quantidad, es. M."
azp1556_ch17_268,*
azp1556_ch17_269,"¶ Lo. xv. que quiẽ quien impediesse a Ioan, que yua a estoruara Pedro que no hurtasse: pecaria, y seria obliga do o restituyr, aunque no le ayudasse en otra cosa alguna a Pedro: porque no solamẽte solamente no im pedio, pero aun estoruo al que se lo queria impedir: como lo apũ to apunto bien Medina d In. C. de re stitutio. fol. 39.. Pecaria tambien con obligacion de restituyr, el que embiasse a algunos criados, o amigos a espantar con espadas desenuaynadas a otro por burla, o juego, sino viniesse puesto toda la diligencia, y cautela deuida, para q̃ que no ouiesse notable da ño e Arg. c. Presbyter ũ Presbyterum. &amp;c. Lator. c."
azp1556_ch17_270,Continebat̃ Continebatur. de homic.. *
azp1556_ch17_271,"¶ Delos padres, que toman de los bienes de sus hijos. SVMARIO. Peculio, o pegujar de hijos de quatro maneras. Castrẽse Castrense. nu. 141. Quasi Castrense. Y si es tal todo lo de los clerigos. nume. 142. Aduenticio, numero. 143. Profeticio. numero. 144. Si ay mix to con vna vtil declaracion. nu. 144. Donar no puede el pa dre al hijo regularmente, si no en estos casos. nu. 145. Donacion hecha por el padre al hijo vale, en los casos, en que la de naciō nacion hecha por el marido a la muger, y al reues. n. 146. &amp; seq. Hijo, que sirue al padre mas que los otros, que ha de auer mas que ellos. numero. 148. Donacion del marido a la muger: y al reues della a el, quādo quando vale. numero. 149. &amp;. 150. Manda hecha por el padre ala hija, aquien se deue la dote. n. 150."
azp1556_ch17_272,"PResuponemos lo primero, † que quatro maneras de bienes, o peculios, o pegujares, pueden tener los hijos en vida de sus pa dres. s. Castrenses, quasi Castrenses, aduẽticios aduenticios, y profeticios. Lo se gundo, que los Castrenses son los bienes, que gana el hijo en guer ra, siendo capitan, alferez, cauallero, soldado, marinero, remador, patron, piloto, o de otro officio necessario para la guerra, que por tierra, o por mar se haze, y los que se le dā dan por razon della a l. Castrẽse Castrense. ff. de Castrens. pe cul. cũ cum ei anno tat. &amp; ĩ in rubr. C. eodem.. Y estos bienes son de solo el hijo, assi quanto al vsufruto, como quanto al se ñorio, y no tiene nada el padre enellos, segun todos b l. fin. C. de in offi. test. l. 1. §. fin. ad Macedo. Bar. in. l. Forte. ff. de Cast. &amp; in tractat. de duo bus fratr.."
azp1556_ch17_273,"Lo tercero † que los bienes quasi castrẽses castrenses, son los que gano el hijo por algun officio publico: como de medico, abogado, escriuano, o maestro de alguna arte de las siete liberales, o de otro qualquier officio pu blico, por el qual lleua salario publico: o por merced del rey, o rey na c l. Cũ Cum multa. C. de bon. qu æ lib.. Y lo que el clerigo alcan ça por su officio clerical, o por sus be neficios curados, o no curados, con administracion, o sin ella. Por que aunque algunos pongan differẽcia differencia entre estos, para effecto de podero no poder testar dellos (por ser ecclesiasticos) conforme a vna glos. singular d in c. Pr æsen ti de offic. ordi. lib. 6., de cuya verdad abaxo e in. ca. 25. in interrogatione de beneficiariis nu. 128. &amp; seq. diremos: pero no, para effecto de ser, o no ser Castrẽses Castrenses, y esentos del derecho paternal. Por que aun qualesquier otros bienes de clerigos (alomenos los q̃ que ga nan despues de ser clerigos) son quasi Castrenses f Auth. Presby teros. C. đ de epis. &amp; cleri., segun Hostien. Panor. y la Comun g In. c. Quia nos. de testa. &amp; c. Constitutus. đ de resti. in integ., aun que si esto ha lugar de costumbre o no, abaxo lo diremos. Y en estos bienes quasi castrẽses castrenses, tampoco tie ne mas el padre, que enlos Castrenses a l. Nō Non. solum. C. de bonis qu ę lib. ."
azp1556_ch17_274,"Lo quarto † que los bienes o peculios, que llaman aduenticios, son los que no son castrenses, ni quasi castrẽses castrenses, ni los ouo de su padre, ni de sus bienes, ni por su respecto principalmente: quales son los que heredo de su madre, o de sus pariẽtes parientes, o amigos, y los adquiridos por su trabajo, industria o buena fortuna b Per notata vbi supra., En estos bienes, o peculio aduẽticio aduenticio, la proprie dad es del hijo, y el vsufruto del padre, mientras viue comunmen te c l. Nō Non solũ solum. &amp; l. Cum oportet C. đ de bonis qu æ libe., aun que no en algunos casos: como quando el que dexo, o do no al hijo, mando que el padre no tuuiesse el vsufruto, o succedio a vna con su padre en los bienes de los hermanos d Auth. excipi tur. auth. Itẽ Item. &amp; authẽ authen. idẽ idem. C. de bonis qu æ libe.."
azp1556_ch17_275,"* Como succe de por derecho comun e Auth. Jdẽ Jdem. C. de bonisqu æ li ber.: Aunque no por el destos reynos f .l. 6. &amp;. 7. Tauri.: ni por el de los de Portogal g tit. 75. lib. 4. ordina, segun los quales, solo el padre succede al hijo, aunque tenga hermanos"
azp1556_ch17_276,"*, y no es obligado a partirlos cō con los otros hermanos, segun todos h l. finali. C de colla. &amp;. l. Anti quis. C. de in of fic. testament.."
azp1556_ch17_277,"¶ Los † bienes, o peculios ꝓfecticios profeticios, son los q̃ que el hijo ouo de su pa dre, o por su respecto, o đ de sus bienes, para cosas, q̃ que no son đ de guerra, ni officios publicos. Y en estos el se ñorio, y vsufruto, todo es del pa dre. Parecenos empero, q̃ que ay algunos bienes que son mixtos, parte profecticios, parte aduẽticios aduenticios. s. los q̃ que gana el hijo con su industria, y trabajo, con los bienes de su padre, o enellos, q̃ que quier q̃ que diga Syl. Porque aunque (como el dize bien) lo que se gana con aquellos bienes, o se gana para el padre, o es hurto: pero lo que el hijo mere ce por su trabajo &amp; industria suya, es suyo y ha de lleuar tāto tanto mas (alomenos) delo, que lleuan sus hermanos, que no trabajaron, quā to quanto (si fuera vn hombre estra ño libre) ganara de soldada por ello."
azp1556_ch17_278,"* Lo qual procede quando el hijo no era obligado a mantener al padre, por tener el de que. se alimẽtar alimentar, y expressa, o tacitamẽte tacitamente pro testo i Arg. l. Si quis à liberis. §. idẽ idem si. ff. de liber. agnos. &amp;. l. Nẽ senius Nensenius. ff. đ de neg. gest. &amp;. l. Alimẽ ta Alimenta. C. eod. cũ cum eis annotatis per glo. &amp; doctores., que el padre le ouiesse de dar por su seruicio lo que a otro estra ño le diera, si el no le siruiera: y tambien para effecto, que el pa dre le podra donar, o dexar otro tanto, quanto a vn estra ño ouie ra de dar por otros semejantes seruicios, sin que aquello se le cuen te en su legitima, segun la mente de Barto. k in. l. 1. §. Castr ẽse Castrense. ff. de Ca strens. pecu. &amp; l. si donatione. C. de colla. y aunque estos dos di chos se coligen de lo que luego se dira l infra eo. c. n. seq. &amp;. nu. 148., Pero parecio nos bien de clararlo aqui, por ser cosa quotidiana, y poco por otros resuel ta"
azp1556_ch17_279,*.
azp1556_ch17_280,"Lo quinto, † que no vale nada la donacion, que el padre haze al, que esta so su poderio, ni la que el hijo haze al padre. Porque se reputan vna mesma persona m l. final. C. de impu., si no en algunos casos, cōuiene conuiene saber, quando el padre dona por dote, o casamiento n l. Pomponiꝰ Pomponius Philadelphꝰ Philadelphus. ff. samili. hercis. &amp; ff. đ de colla. bon. &amp; de colla. dotiũ dotium. per totũ totum. . Y quando dona algun mueble al hijo que va a la guerra o C. Famil. hercis. l. 4.. Y quando el padre suelta el vsufructo, que tiene en los bienes aduenticios del hijo a Vt in. l. Cũ Cum oportet. &amp;. l. Cũ Cum nō non solum. §. Sin autem. C. de bo nis, qu ę lib.. Y quādo quando el padre le dona por los seruicios, que le ha hecho, hasta la equiualencia de lo que seria obligado a dar a vn estra ño, que otros tales le ouiesse hecho, segun Bart. comunmente recebi do b l. 2. §. Castrẽ si Castrensi. ff. de Castrẽs Castrens. pecul. &amp;. l. si do natione. C. de colla. &amp;. l. Fra ter à fratre. ff. de cōd cond. indebit.. Y para el fuero de la consciencia basta, que sean verdaderos c Argu. not. in c. Tua. &amp;. c. is ꝗ. qui despons.. Mas para el fuero exterior, han se de prouar: ni basta, que el padre diga, que son verdaderos, segun el mesmo d in. l. Si. fortè. ff. de Castrens. pecul.. Porque no se cree al que dize, que ha recebido seruicios, quando lo dize para fun dar enellos, lo que sin ellos por derecho no puede hazer, como es esta donacion, segun el mesmo, y la Comun. Y si el padre dona al hijo, y se duda si lo haze por galardon de sus seruicios, merecimien tos, o por liberalidad simple: se ha de presumir, que lo haze por ga lardon, si precedierō precedieron seruicios: y de otra manera se ha de presumir que lo haze por simple liberalidad, segun la glo. comunmente re cebida e in. d. l. Si do natione. C. de colla.."
azp1556_ch17_281,"† Vale tambien la donacion hecha por el padre al hijo en todos los casos, en que la donacion hecha por el marido a su mu ger, o por la muger al marido, vale. Porque segũ segun aquel doctissimo Azo f in summa. de donat.. la donaciō donacion de entre el marido y la muger, y la de entre el pa dre y el hijo se ygualan comunmente. Y por consiguiente valdra, quando el rey dona a su hijo g Arg. l. penul. C. de donat. in ter vir. &amp; vxor.. Y quādo quando el padre por ello no se ha ze mas pobre h c. Donatio. đ de donatio. inter vir. &amp; vxo. &amp;. l. Si spōsus sponsus. §. pe. &amp; fi. &amp;. l. qđ quod au tem. §. 1. ff. eod.. Y quando la donacion es para despues de la muer te de su padre i Ar. l. Si cũ cum. §. Sed inter &amp;. l. se quen. ff. eod.. Y quando se haze, para que el hijo alcance alguna dignidad, o honrra k Arg. l. Qđ Quod adipisc ẽd ę adipiscend ę. ff. eo.. Vale tambien quando el hijo es emācipado emancipado, y librado dela subjecion del padre. Y por esto las donaciones, que la madre haze al hijo valẽ valen l Arg. c. Cōsti tutus Constitutus. de restit. in integr.. Porque no esta debaxo de su poderio legal m §. F œmin ę. Insti. de adopt.,"
