azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_330,"Nem † he nece ſ ſario (o que outros dizem). ſ. que n ão ponha pacto, que n ão as remindo ate certo tempo, as n ão po ſ ſa mais remir. Por q̃ he craro, que ſe pode fa ʒer pacto de retro v ẽd ẽdo ate ſoo h ũ anno, dous ou tres, ⁊ i ſto ẽ em effecto cont ẽ, que (pa ſ ſados aquelles termos) n ão ſe po ſ ſa mais re mir. Nem (o que outros diz ẽ). ſ. que ho c õprador n ão co ſtume empre ſtar aa onzena: por quanto ſe pre ſume, que faz o q̃ que co ſtuma fa ʒer l. Quod ſi nolit. .§. Qui a ſ ſi dua. ff. de edilicti. edi ct.. Por q̃ ainda que ( ꝑa para pre ſumir no foro exterior) po ſ ſa ho tal al g ũa cou ſa obrar, porẽ porem n ão pera ho da c õ ſci ẽcia, no qual toda pre ſump ç ão ce ſ ſa. c. Tua nos de ſponial. Nem ainda he nece ſ ſario, que n ão ſe fa ça pacto, q̃ que ante de dous annos ou tres, ho vendedor ho n ão po ſ ſa remir: ⁊ de ſpois ſi: porque tal pacto n ão he illicito: po ſto q̃ que mais val o que ſe vende cõ com elle, q̃ que cõ com aq̃lle aquelle que ſe fa ʒ, que a po ſ ſa remir quando qui ſer, ainda que n ão val tanto quanto, ſe ſem nenhũ nenhum pacto ſe v ẽde ſ ſe."
azp1552_ch17_331,"† N ẽ nos parece bem, o que algũs alguns diz ẽ Maior. in 4. d. 15. q. 43. . ſ. que ho vendedor agraua ao comprador cõ com pa cto que a po ſ ſa remir, quando qui ſer, ſe n ão quer con ſentir, que ho comprador colha alg ũa parte por re ʒam de ſeu intere ſ ſe: Porque o que v ſa de ſeu dereito, a ninguem fa ʒ injuria c. Eccle ſia. de electi.. N ão ha ne ce ſ ſidade de tratar aqui, que coniecturas aba ſt ã pera pre ſumir no foro contencio ſo, que ho tal c õ prador teue ten ç ão mais de empre ſtar, que com prar: ⁊ ho tal vendedor mais de apenhar, q̃ que n ão de a vender: pois tratamos de ſoo ho foro da c õ ſciencia, no qual a confi ſ ſam do penitẽte penitente fa ʒ pro ua por elle ⁊ contra elle, ſegundo todos. He po r ẽ verdade, que ho contracto ſobredito n ão he li cito, quando ſe fa ʒ pacto, que ho vendedor fique obrigado a tomar a cou ſa c õprada por aluguer, com obriga ç ão de pagar aperda ⁊ d ãno, ainda q̃ que ac õte ça ſem culpa ſua. Por q̃ a perda ⁊ d ãno cau ſado ſem culpa ou negligencia do alugador, ha de ſer do que aluga ſua ca ſa, ſaluo ſe a p ẽ ſam fo ſ ſe tam pequena, que releua ſ ſe ao vendedor, na q̃l lo em que he agrauado contra a natureza do c õ trato. Do qual ſe collige, que a pregunta q̃ que ſobre i ſto ſe ha de fa ʒer he. Se c õprou com pacto de retrovend ẽdo, ſem ter ten ç ão principal de com prar, ſe n ão de ẽpre ſtar, ⁊ ganhar os fruytos, v ſu ra. M. ſegundo todos: ou ſe comprou por menos do ju ſto pre ço piedo ſo, tirando delle o que pru dentes var ões tirar ão, polo pacto de retroven dendo. M. ainda que n ão he v ſura."
azp1552_ch17_332,"¶ Dos q̃ que d ão dinheyro ao ganho, por via de c õpanhia."
azp1552_ch17_333,"LIcito he † ho contracto de companhia, q̃ que he h ũ c õcerto, q̃ que no trato h ũs ponh ã ſeu dinhei ro, outros ſeu trabalho, outros ſua indu ſtria, ⁊ q̃ que part ão entre ſi ho ganho ff. Pro ſo cio. per to t ũ. &amp; in ſtit. &amp;. C. eod. c. Per ve ſtras de do nati.. E a rez ão, porque do dinheiro po ſto em companhia, ſe pode leuar ga nho, ⁊ n ão do empre ſtado he, ſegundo. S Tho. 2. S æ. q. 78. art. 2. ad. 5. que ho ſenhorio do dinheiro empre ſtado, ſe pa ſ ſa no que ho recebe empre ſtado: mas n ão, do que ſe daa em c õpanhia ꝑa para ganho: antes fica a perigo do que ho p õe, como ho da indu ſtria, ao do mer cador: ⁊ ho da obra, ao official l. Si tibi a re æ me æ. ff. de pr æ ſ crip. verb.. Por ẽ pera intei ra ju ſtifica ç ão di ſto, ham de concorrer tres c õdi ç ões. A primeira, que ho trato ſeja licito. Per v r̃as. đ donati. in ter.. A. ij. q̃ que ho dinheiro e ſtee aperigo, do que ho p õe: i ſto he que ſe ſe perder, que todo ſe perca por ſeu gl. c. Pleri que. 14. q. 3. recept.. A. iij que em tudo ſe guarde igualdade: ⁊ ſe ganhe ſe g ũdo a parte, do que mais ou menos val, o q̃ que ſe p õe, como ho decrarou bem Caietano 2. S æ. q. 78. art. 2. col. 6, por e ſte ex ẽpro. P õe hũ hum mil cruzados: outro ho trabalho de ſua pe ſ ſoa e ſtimado em outros tantos: outro ſua indu ſtria e ſtimada em quinhentos: pera ſer e ſta companhia licita ⁊ ſancta, ha ſe de fa ʒer de tudo i ſto hũa huma ſoma, ⁊ do ganho ⁊ perda, cada hũ hum ha de tomar ſegundo a parte que nelle p õe: co mo ſe e ſtes tres ganha ſ ſem quinhentos, cada hũ hum dos dous, ha de auer duzentos, ⁊ ho terceiro c ẽ to: ⁊ tudo ſe ha de fa ʒer, a juyzo de bõ bom var ão, pera que a companhia ſeja ju ſta, ⁊ n ão inju ſta. Angel. ver bo. Socie tas 1. §. 4. et Syl. eo. tit. q. 1."
azp1552_ch17_334,"¶ Se hũ hum p õe dinheiro, ⁊ ho outro dinheiro ⁊ tra balho: coda hũ hum tirara o q̃ que pos: ⁊ do ganho, o que pos ſeu dinheiro ⁊trabalho leuara mais q̃ que ho ou tro, a juyzo  de mercadores Angel. &amp; Sylu. verb. Societas.. Quando hũ hum p õe ho dinheiro, ⁊ outro ho trabalho ou indu ſtria na c õ panhia, a perda do dinheiro ha de ſer, do que ho pos, ⁊ ha do trabalho, do que ho tomou, ⁊ ha da indu ſtria, do que ha deu: hora ſe perca ao come ço, hora ao meyo, hora ao fim do trato, ſegundo Bartolo ⁊ Baldo l. 1. C. pro ſocio., ⁊ a mẽte mente de ſancto Thom. 2. S æc. q. 78. ar. 2. ad 5. que he openi ão verdadeyra, mayormente em c õ ſ ciencia, ſegundo ho Ango ⁊ Sylue ſtre verb. Soci etas.: Por q̃ doutra maneyra aparte do dinheyro, que ho ou tro ouue ſ ſe de paguar, ficaria ſem perigo, pera o que ho pos: ⁊ por con ſeguinte (quanto a aquel la) ſeria empre ſtemo ⁊ n ão companhia: Eporque ſe ouue ſ ſe ganho no cabo da companhia, antes de ho partir, o que pos ho dinheyro auia de to mar ho ſeu."
azp1552_ch17_335,"Nem ſeria † licito fa ʒer pacto, que a metade, ou ho ter ço, ou outra parte do dinheyro ( ſe ſe perde ſ ſe) pague o que p õe ho trabalho ou indu ſtria: Porque t ão pouco recebe parte alg ũa delle, ſe no ſim do trato n ão ſe acha ganho algũ algum, antes todo ſe torna a ſeu dono. E porque, como o que pos ho dinheyro ho perde, a ſ ſi o que pos ho trabalho ou indu ſtria, ho perde, queval tanto como ho dinheyro, ⁊ alg ũas ve ʒes mais. Por que tanto pode ſer ho trabalho ⁊ indu ſtria, que ſeja licito fa ʒer pacto, que quem os p õe leue du as partes do ganho, ⁊ ho ſenhor do dinheyro, h ũa ſoo. Uerdade he, que ſe ho dinheyro ſe po ſe ſ ſe com pacto, que fo ſ ſe comum, ⁊ ſe ouue ſ ſe de partir entre ambos com ho ganho, licito ⁊ ju ſto era, que tambem ( ſe ſe perde ſ ſe) por ambos ſe per ca, ſegundo a mente de todos vbi ſupra.."
azp1552_ch17_336,"¶ Tambem † pode (ho que poem ho dinheyro) liurar ſe do perigo de perder licitamente, con certando ſe com ho companheyro, que lho a ſ ſegure ⁊ tome ho perigo delle ſobre ſi, pagan do polo ſeguro, ho que a outrem auia de pagar, ou tomando tãto tanto menos do ganho, q̃nto quanto daria a qualquer outro, que lho a ſ ſegura ſ ſe. Por que, pois outr ẽ lho pode a ſ ſegurar licitam ẽte, t ã bem ho companheiro ( ſe qui ſer) por outro tanto ho podera fa ʒer, como ho di ſ ſe bẽ bem Sylue ſtre. verb. Soci etas. 2. q. 2."
azp1552_ch17_337,"¶ Tamb ẽ dizemos, o que antes em hũ hum con ſelho largamente e ſcreuemos. ſ. que cõ com tres c õtractos licitos pode a ſ ſegurar hũ hum companheiro a outro, seu cabedal, com certo ganho, de ſta maneira, q̃ que o primeiro contrato ſeja de companhia. ſ. q̃ que hũ hum po nha ha dinheiro, ⁊ ho outro ho trabalho ⁊ indu ſtria. O. ij. que o q̃ que p õe ho trabalho, a ſ ſegure ho cabedal ao outro, por hũ hum tanto: ou porq̃ porque tome t ã to menos do ganho. O. iij. que pera tirar ſe de ſo ſ peytas ⁊ nojos, o que trata lhe arr ẽde ho ganho duuido ſo, por hũ hum certo pre ço razoauel: ou q̃ que tome do ganho veri ſ ſimel, outro menos certo."
azp1552_ch17_338,"Porque poys † author=""bragagnolo"" timestamp=""20190531T204650+0200"" comment=""@ David, Andreas: dagger not related to number but to beginning of the phrase &amp;quot;Porque&amp;quot;""e ſtes tres concertos ſe podem ju ſtam ẽte fa ʒer com tres diuer ſos hom ẽs, pola me ſma re z ão (ce ſ ſando engano ⁊ ſimula ç ão ⁊ perigo de in famia) ſe pode fa ʒer com ho companheiro. E ain da acrecentamos, que ſe poderi ão fa ʒer em hũ hum me ſmo tempo, como ho notar ão bẽ bem os Pari ſien ſe ſ Maior. in 4. d. 15. q. 49. : ⁊ n ão ſomente formal ⁊ explicita, mas ain da equiualente ⁊ tacitam ẽte: Como ſe hũ hum trat ãte ouue ſ ſe pruuicado, que a qualquer, q̃ que lhe qui ſe ſ ſe dar dinheiro, ꝑa para tratar com elle em tal c õpanhia lho a ſ ſeguraria ( ſe qui ſe ſ ſe) polo que outros a ſ ſe gurau ão. ſ. a cinco por cento, por anno: ⁊ mais q̃ que pera euitar ſo ſpeytas, nojos ⁊ trabalhos de con tas, ſe qui ſe ſ ſe lhe arr ẽdaria ſua parte do ganho polo q̃ que outros lhe dari ã por ella. ſ. de ʒ certos, por quinze duuido ſos. E de ſpois outro que ſoube ſ ſe e ſte concerto lhe de ſ ſe cem cruzados, dizendo. Eu volos dou pera tratar em companhia com ho ſeguro ⁊ arrendamento que tendes pruuica do."
azp1552_ch17_339,"Pera i ſto ſe † poderia applicar, entendendo de noua maneyra hũa huma decretal de Innocencio iij. c. Per v r̃as. de donati. inter vir. que manda poer ho dote em m ãos de algum mercador, quando ſe teme que ho marido ho de ſ perdi çara, pera q̃ que da parte do ganho hone ſto ſo ſ tente as carregas do matrimonio. Porque como ha ten ç ão do Papa foy a ſ ſegurar ho dote, (po is por i ſ ſo ho mandaua tirar do poder do mari do) parece que n ão queria, que ſe pu ſe ſ ſe em po der do q̃ que trata ſ ſe, ao ganho ⁊ aa perda, q̃ que era poe lo a perigo. Epor q̃ tambẽ tambem queria, q̃ que ouue ſ ſe algũ algum ganho certo, pera ſo ſtentar as cargas certas do matrimonio, parece q̃ que queria q̃ que ſe fize ſ ſe hũ hum c õtra to de c õpanhia, cõ com a ſ ſeguramento do cabedal ⁊ de pouco ganho certo, por mayor duuido ſo, que n ão ſe pode fa ʒer ſen ã pola maneyra ſobredita. Faz tãb ẽ tambem q̃ que em muytas partes de fr ã ça ouuimos dizer, qñ quando nella liamos, q̃ que ſe fazia. ſ. q̃ que as igrejas, vi uuas, ⁊ orph ãos dau ão a mercadores ſeu dinhey ro, pera q̃ que lhes ganha ſ ſ ẽ quatro ou cinco por cen to ſeguros, ꝑa para ſua ſo ſt ẽta ç ão. Ho q̃l qual n ão ſe pode defender polo ent ẽdim ẽto q̃ que Joh ã. And. ⁊ algũs alguns outros dau ã aa dita cretal in. d. c. Per ve ſtras. . ſ. q̃ que em fauor das igrejas, viuuas, ⁊ orf ãos ſe podia ẽpre ſtar cõ com ho tal ganho: porq̃ porque ſeria õzena, a q̃l qual nã não ſe pode leuar n ẽ ainda ꝑa para re ſgatar catiuos c. Su ꝑ co. de v ſur. ."
azp1552_ch17_340,"Poderia ſe † porẽ porem fender o tal co ſtume, ſe ſe fundou no come ço, ⁊ de ſpois ꝑ ſeuerou ne ſta maneyra de c õpanhia cõ com e ſte ſeguro ⁊ arr ẽdamento. E pera pre ſumir q̃ que do tal co ſtume teue fundamẽto fundamento, fa ʒ q̃ que n ão leu ão q̃ ſi quasi ho ter ço do ganho duuido ſo, q̃ que de ſua parte, co m ũmente lhes poderia caber: o q̃l qual ſignifica, q̃ que os outros dous ter ços deyxau ão polo dito ſeguro ⁊ arrendam ẽto do duuido ſo polo certo. Pera ho qual fa ʒ tambẽ tambem, oque e ſcreueo Caietano in libro. 17 re ſp õ ſ. re ſ p õ ſ. 11. . Ent ẽ demos porẽ porem i ſto, ce ſ ſando todo engano ⁊ ſimula ç ão, ⁊ q̃ que diãte diante de deos, formal ou equiual ẽtem ẽte ſe fa ç ão os ditos tres c õtractos verdadeiros."
azp1552_ch17_341,"¶ Tamb ẽ he licito, que o que trata cõ com dinheiro alheo, dee todo ho ganho ao ſe ñor delle: ⁊ ho ſe nhor lhe dee hũ hum tanto por ſeu trabalho ⁊ indu ſtria, hora ſe perca, hora ſe ganhe: Por q̃ e ſte con tracto n ão he de companhia, ſe n ão de aluguer, ⁊ por tãto tanto ſe a perda ac õtece ſ ſe por ſua culpa ou malicia, ou pola dos q̃ que ho ſeru ẽ, obrigado ſeria a ſati ſfazer ao ſe ñor. Angel. &amp; Syl. verbo."
azp1552_ch17_342,Societas.
azp1552_ch17_343,¶ Preguntas.
azp1552_ch17_344,"¶ Se deliberadamente † de ſejou dar, ou deu di nheiro pera tratar em c õpanhia, com pacto que n ão perde ſ ſe nada de ſeu cabedal, ⁊ ouue ſ ſe par te do ganho: ou q̃ que a perda de todo cabedal n ão fica ſ ſe cõ com elle, ⁊ a ꝑda  de todo ho trabalho ⁊ indu ſtria fica ſ ſe c õho trat ãte, õzena. M. Per ꝓxime dicta. ou q̃ que a ꝑda  de todo cabedal fica ſ ſe cõ com elle, ⁊ tãb ẽ tambem t ãta parte do ganho, q̃ que notauelm ẽte meno; do ju ſto, fica ſ ſe cõ com o trat ãte. M. porẽ porem n ão he onzena, polo acima dito."
azp1552_ch17_345,"¶ Se deu dinheiro pera tratar, ao q̃ que ſabia q̃ que n ão auia de tratar, como a fidalgo, ou clerigo nece ſ ſi tado (que ho n ão pode fa ʒer) por certa ſoma de ganho, aĩda ainda que interuie ſ ſem os ſobreditos tres pactos ⁊ contractos de companhia, ſeguro ⁊ ar rendamento, he onzena paleada. M."
azp1552_ch17_346,Per ſupra dicta.
azp1552_ch17_347,"¶ Se verdadeiram ẽte (diante de s) deu dinhei † ro em c õpanhia, cõ com ten ç ão q̃ que por elle ſe ꝑca, ſe ſe perder: mas ꝑa para ſua ſegur ã ça recebeo do merca dor e ſcriptura pubrica, q̃ que lho daua em p̃ ſtado, ou em depo ſito. M. porq̃ porque mentio em d ãno notauel ⁊ prouauel da faz ẽda do ꝓximo: pois pode mudar av õtade, ⁊ pedir pola e ſcriptura ſeu dinheiro, co mo ẽpre ſtado ou depo ſitado, ainda q̃ que ſe perca o q̃ pos ẽ em c õpanhia, ⁊ a ſeu perigo. Por tãto tanto ha de r õ per ho c õtracto, ſe qui ſer participar do ganho, ⁊ ainda ha de re ſtituyr o q̃ (ate ent ã) recebeo, ou c õ t ẽtar por i ſ ſo ao cõpanheiro companheiro. Po ſto q̃ que auemos re ſ p õdido, q̃ que i ſto n ão auia lugar na q̃lle q̃ que recebeo o dinheiro, ⁊ cõtra contra võtade vontade ⁊ ten ç ão do q̃ que lho deu ( ꝑa para ſua hõrra honrra) lhe outorgou carta de ẽpre ſtemo, ou depo ſito, em lugar da de c õpanhia: cõ com tãto tanto q̃ que fize ſ ſe logo r õper a tal carta: ⁊ poderla fa ʒer ( ſe qui ſe ſ ſe) outra de c õpanhia: ⁊ ainda receber pe nhores ꝑa para ſua ſegur ã ça. ſ. pera q̃ que ( ſe ſeu dinheiro ſe n ão perder) ho trat ãte ſeja obrigado a lho tor nar. E ainda fa ʒer pacto, que n ão trate em tal ou tal mercadoria, nẽ nem em tal ou tal lugar ou t p̃o, ou c õ tal ou tal homẽ homem: ⁊ ſe ho mercador tratar em cou ſa, lugar, t p̃o, ou pe ſ ſoa defendida, a ꝑda fica ra cõ com aq̃lle aquelle, q̃ que fe ʒ cõtra contra o pacto, ſeg ũdo segundo. S. Ant. 2. part. ti. 1. c. 7. §. 38."
azp1552_ch17_348,¶ Outra boa p̃g ũta pregunta di ſto e ſtaa no cabo  ſte cap.
azp1552_ch17_349,"¶ Dos gados q̃ que ſe alug ão, ou ſe d ão em companhia."
azp1552_ch17_350,"A Lugar boys † mulas ou outros animais, he licito concorrendo tres condi ç ões. A. i. que a pen ſam ſeja igual ao ꝓueito proueito, q̃ que delles pode auer ho alugador, de ſcontado os trabalhos ⁊ga ſtos. A. ij. q̃ que ſe ho laurador deixou  de trabalhar cõ com eles ſem ſua culpa, n ão pague nada. A. iij. q̃ que a perda, morte ou detrim ẽto delles, a ſ ſi natural, como ca ſual ⁊ fortuyto fique cõ com ſeu dono, quando ac õte cer ſem malicia nẽ nem culpa do alugador Gabr. in. 4 d. 15. q. 11. col. 13. dub. 2. &amp; Ro ſel. verb. v ſura 3. §. 13.. Saluo ſe ho laurador voluntariamente, (por alg ũa cou ſa q̃ por i ſ ſo lhe de ſ ſem, ou porque da ju ſta pen ſam lhe deminuy ſ ſem o q̃ que fo ſ ſe re ʒ ão) recebe ſ ſe em ſi ho perigo, ou ſe concerta ſ ſem, q̃ que ho perigo de q̃l qual quer maneyra acontecido, fo ſ ſe comũ comum a ambos. Porque pois ho dono ha de padecer ho danno natural ⁊ fortuito, ⁊ ho alugador ho de culpa la ta ⁊ leue, pode ſ ſe recompen ſar ho hũ hum com outro, ſegundo. S. Antonino vbi ſu p̃ .§. 44.. Mas ſe (porque n ão tra te mal ſeus boys) faz pacto com elle, que ſeja participante na metade do d ãno, ſem por i ſ ſo qui tar nada da p ẽ ſam, pecca. M. ainda que tenha t ẽ ç ão de n ão dem ãdar nada ao laurador, ſe morre r ẽ ſ ẽ sem ſua culpa: Porque e ſcandaliza aos q̃ que n ão ſa b ẽ ſua võtade vontade, ſegundo. S. Bernardino In ſuis c õ tractibus.. E porq̃ porque pode morrer ou mudala r ẽ ç ão, ⁊ depois elle (ou ſeus herdeyros) vexar ao pobre laurador."
azp1552_ch17_351,"¶ Dar algũ algum gado a outro em companhia, pera q̃ ho trate, ⁊ ho ganho ſeja comũ comum, com pacto q̃ que ho que ho toma nenhũ nenhum proueyro receba delle, ate q̃ que ho ſenhor ſeja entregue polos fruytos aa ſua v õ tade, he licito, ſe ho gado que morrer (primeyro que ſe tire ho cabedal) morrer por ſeu dono, ⁊ ho que viuer depois for comũ comum, porẽ porem n ão, ſe morrer polo que ho trata, ſegundo. S. Antonino 2. part. ti. 1. c. 7. §. 39., que concerta a outros. He tambem illicito, quando ho daa com pacto, que aquelle que os toma ſeja obrigado a re ſtaurar as cabe ças mortas, polos fruytos ⁊ filhos das que ſam viuas: ou que da hi acerto tempo lhas torne ſem faltar alg ũa, cõ com ho mais que autre ſi concertar ão, ſegundo Mo naldo in ſ ũma.. Porque os pactos ſobreditos cont ẽ gr ã de de ſigualdade: ⁊ os pactos dos companhey ros n ão ſam licitos, quando por elles algũ algum he no tauelmente agrauado, a juizo de bom var ão, ſe gundo. S. Antonino. vbi ſupra. .§. 39. ſub fin."
azp1552_ch17_352,"¶ Dos participantes na v ſura, ho me ſmo ſe ha de dizer, que dos participantes em outros de lictos, a ſ ſi quanto ao peccado como quanto as re ſtitui ç ão, como ſe ha dito acima in. c. 11. n. 12., ⁊ mais a crecentamos o que ſe ſegue."
azp1552_ch17_353,"SE † induzio a algũ algum que de ſ ſe a elle ou a outro terceyro, a onzena. M. Porque ho cõ ſentir consentir no peccado mortal, he mortal c. 1. ad Ro manos. c. not ũ. 2. q. 1., quanto mais ho in duzir. Porem tomar aa õzena do que e ſtaa apa, relhado pera a dar: ou pedir empre ſtado a alguẽ alguem ſem onzena, ⁊ por n ão lhe querer ho outro empre ſtar ſem ella, lhe toma aa onzena, n ão he pecca do mortal ( ſaluo ſe a toma pera fim q̃ que ſeja mor tal) nem ainda venial, ſe a toma por cau ſa razoa uel: ainda que ho ſera, ſe a toma ſem ella: ou ꝑa para fim venial. ſ. pera vaidades ou jogos veniaes, ou pera tratar ſomente por fim de ajuntar riquezas tendo doutra parte donde viua, ſegundo a m ẽte de. S. Thomas 2. S æ. q. 78. art. 4., ⁊ de no ſ ſos doctores in. c. Super eod. de v ſur., que de crara Caiet. 2. S æ. q. 78. art. 4.. Por tanto, ainda que he licito to mar a onzena, porem n ão, pedir q̃ que lhe dee a on zena: Porque he pedirlhe cou ſa, q̃ que ho outro n ão pode fazer ſem peccado."
azp1552_ch17_354,"Ho qual † nunca foy licito, ſegundo. S. Antonino 2. ꝑ. tit. 1. c. 9. §. 14.. Mas ſi, pedirlhe empre ſtado: ⁊ ſe ho outro lhe di ſ ſer, que lhe ha  de dar cento ⁊ de ʒ por cento, ſofrer a inju ſti ça, ſem folgar que ho outro a fa ça. Uerdade he que n ão pecca aquelle que (po ſto em nece ſ ſidade extrema ⁊ em condi ç ão de morrer, ſe lhe n ão empre ſta: ⁊ n ão ho podendo prouocar, aque lhe empre ſte de gra ça) ho induze, a q̃ que lhe empre ſte aa onzena, an tes que ſe deyxe morrer, ſegundo Innocencio in. d. c. Su ꝑ eod. recebido. Porque i ſto, n ão he induzir ao proxi mo a peccar, mas he acon ſelharlhe, que ja que quer peccar, n ão peque tãto tanto. ſ. que antes cometa peccado de onzena, que de homicidio, o qual he licito c. Si quod verius. 33. q. 2. Ange. verbo. v ſu ra. 2. §. 2. Syl. verb. v ſura. 7. q. 1.. Uerdade parece tambẽ tambem a. S. Antoni. vbi ſupra. q̃ que n ão peccaria, o que pedi ſ ſe empre ſtado a onzena por ignorãcia ignorancia ou por n ão att ẽtar, ou porq̃ porque ſabe q̃ que he por demais, rogarlhe q̃ que lhe empre ſte  de gra ça. Ho qual porem n ão nos parece ſeguro, pola re z ão que agora demos."
azp1552_ch17_355,"¶ Se † empre ſtou ao onzeneiro pera cou ſas ſem proueito, ou dano ſas a ſua con ſci ẽcia ou faz ẽda, como pera jugar jogos defendidos, ou ꝑa para dar a molheres pubricas, he tal peccado, qual ſeria ſe empre ſta ſ ſe a outrem pera os me ſmos fins: ⁊ al ẽ di ſto, n ão pode licitam ẽte receber a paga delle, quando por lhe pagar, deixa ſ ſe de poder re ſtituir as onzenas: porque o q̃ que empre ſta pera mal, a a q̃ le q̃ que n ão tem mais, que pera pagar o q̃ que deue, me rece que n ão ſe lhe pague, ſe ho outro pagar ho mais que deue. Mas ſe n ão ſabia, que lhe pedia em p̃ ſtado, pera mal ga ſtar, pode receber a paga, a ĩda que n ão tenha d õde pague as õzenas Gabr. in. 4 d. 15. q. 11. col. 31. Syl ue ſt. verb. v ſura. 8. q. y.. Ho me ſmo he, do que alg ũa cou ſa lhe vendeo, pola me ſma re ʒ ão. Angel. ver bo. Re ſtitu tio. §. 21."
azp1552_ch17_356,"¶ Se fe ʒ, que o q̃ que queria empre ſtar de gra ça, n ão empre ſta ſ ſe ſe n ão a onzena: ou fe ʒ, que os q̃ que que ri ã fa ʒer algũ algum licito c õtrato, ho fize ſ ſem v ſurario M. cõ com obriga ç ão de re ſtituyr in ſolidum Syl. verbo v ſura. 7. q. 2.."
azp1552_ch17_357,"¶ Se comprou ho penhor q̃ que (por n ão ſe pagar ẽ as onzenas) ſe perdeo. M. cõ com obriga ç ão nẽ nem re ſti tuyr, ſegundo Scoto recebido in. 4. d. 15.: aĩda ainda q̃ que ho pode reter, ate q̃ que lhe pague o que ho onzeneyro empre ſtou ſobre elle: ⁊ ſe ja n ão tem ho penhor, ou n ão ſabe cujo he, ha de re ſtituyr aos pobres Arg. c. C ũ tu. de v ſur.: tiran do a qu ãtidade que ho onzeneiro empre ſtou ſo bre ho penhor Ang. verb. Re ſtitutio. 1. §. 16. Syl. verb v ſura 8. q. 14.: ⁊ tambẽ tambem ho pode tomar pera ſi, (ao menos) cõ com con ſelho de ſeu confe ſ ſor, quãdo quando he pobre, polo acima dito Supra eo. c. n. 89. &amp; 181.."
azp1552_ch17_358,"¶ Se recebeo do onzeneiro aquella me ſma cou ſa em ſpecie, que lhe foy dada potos onzenas, he obrigado a re ſtituyr ao proprio ſenhor, por qual quer modo que a receba c. 81 res. 14 q. 6. Bart. ĩ l. Rem qu ã C. de iur. dot. Sylue. verb. v ſura 8. q. 8., nẽ nem he liure, re ſtituin do a ſeu dono o que ella val. ſem ſeu con ſentim ẽ to, ſe pode re ſtituyr a me ſma cou ſa. l. 2. in prin ci. ff. Si cer t ũ. petat."
azp1552_ch17_359,"¶ Se recebeo gracio ſamente alg ũa cou ſa nota uel (ainda que n ão fo ſ ſe a me ſma, que por onze na ſe deu) da fa ʒenda do onzeneiro, ſabendo, ou prouauelmente duuidando, que ſeus b ẽs n ão a ba ſtau ão pera re ſtituyr as onzenes que leuou, po ſto que algũs alguns de ſeus b ẽs fo ſ ſem licitamente auidos. M. ſegundo ſam Bernardino in ſuis con tractibus., com obri ga ç ão de re ſtituyr, a aquelles, a quem ho onze neiro he obrigado, porque he cau ſa  de ſeu d ãno in. c. fin. de iniur.. Di ſ ſemos (gracio ſamente) porque o que ſe lhe deue ſ ſe por ſeu ſerui ço, ou por outro ju ſto c õtra to onero ſo, ou delicto: bẽ bem ho pode receber, po ſto que n ão tenha pera pagar as onzenas, cõ com tanto que n ão ſeja a me ſma cou ſa em ſpecie leuada por ellas. Di ſ ſemos tambẽ tambem ( ſabendo ⁊c.) Porque ſe lhe parecia, que os be ẽs do onzeneyro aba ſta u ão pera tudo, n ão peccou. arg. c. r. de con ſtit."
azp1552_ch17_360,"¶ Se foy feytor, titor, ou curador, que tinha todo poder dos principaes, pera contratar, apre çar, ⁊ arrecadar as onzenas: ⁊ fez alg ũa cou ſa de ſtas M. ⁊ he obrigado, a re ſtituyr, nã não re ſtitu ĩdo os pri cipaes. Argu. c. Si cut n õ ſno 46. d. &amp;. c. fi. de iniur. &amp; Syl. qui alios refert verb. v ſura y. q. 4. E o me ſmo ſe foy mero executor do tal, ou criado q̃ que ſomente deu ho dinheyro, ⁊ recebeo os penhores, ou a paga das onzenas: ainda que nenh ũ proueyto lhe vie ſ ſe dellas, polo acima di to, Su p̃ in eo d ẽ. c. n. 18. ⁊ polo que Caieta. determinou in ſ ũa &amp;. 2. S æc. q. 62. art. 7., po ſto que outros muytos dig ã outra cou ſa, ⁊ tambẽ tambem Sil. In. d. q. 4."
azp1552_ch17_361,"¶ Se foy medianeyro da onzena, principalmente pola parte do onzeneyro, por dar ganho a elle, ⁊ a ſi me ſmo proueyto, quaes ſam com ũmente os corretores. M. cõ com obriga ç ão de re ſtituir ĩ ſolid ũ . ſ. tudo, q̃ndo ( ſem ſeu meyo) n ão ſe ouuera ſegui do a onzena: ainda que n ão, ſen ão fe ʒ mais q̃ que in duzilo, a que empre ſta ſ ſe, ſegundo. S. Antonino, 2. ꝑ t. tit. 3. c. 9. §. 13. nem menos, ſe principalmente foy medianeyro pola parte nece ſ ſitada, rogando ao onzeneyro (a parelhado pera empre ſtar aa õzena) que lhe em pre ſta ſ ſe, polo mais pouco que pode ſ ſe ſer, ſegun do a mente delle me ſmo."
azp1552_ch17_362,"¶ Da molher ⁊ filhos, ſeruidores ⁊ genrro."
